project_id,deployment_id,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,bounding_boxes
2007384,06-22-2021 Camera 1 Edge,f46b1e4e-66cf-4ede-a73f-7c14aea7f898,07130015.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/f46b1e4e-66cf-4ede-a73f-7c14aea7f898.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:07,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.5406968,0.00154665112,0.96233511,0.954665303]}""}"
2007384,06-22-2021 Camera 1 Edge,bce9d281-4482-4c50-9662-cc804f5a4d74,07130016.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/bce9d281-4482-4c50-9662-cc804f5a4d74.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:16,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.476876497,0.00213363767,0.975385904,0.864737391]}""}"
2007384,06-22-2021 Camera 1 Edge,d7005e6b-3869-4c02-9965-6095b8701740,07130017.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/d7005e6b-3869-4c02-9965-6095b8701740.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:17,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.476854503,0.00199580193,0.976560593,0.864349127]}""}"
2007384,06-22-2021 Camera 1 Edge,36188246-1e60-4e40-8f9d-cdbc01b6a477,07130018.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/36188246-1e60-4e40-8f9d-cdbc01b6a477.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:19,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.47825861,0.0020121038,0.973926544,0.861865878]}""}"
2007384,06-22-2021 Camera 1 Edge,3e865794-1db3-40b9-affe-8087cac08e8c,07130019.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/3e865794-1db3-40b9-affe-8087cac08e8c.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:26,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.544020176,0.00308126211,0.960054398,1]}""}"
2007384,06-22-2021 Camera 1 Edge,515295c7-0362-4879-8887-6bd733ee441d,07130021.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/515295c7-0362-4879-8887-6bd733ee441d.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:28,1,,,,,,,false,,,CC-BY-NC,
2007384,06-22-2021 Camera 1 Edge,0bf9c9a4-0549-4eb3-8fcb-3e88cb8da432,07130020.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/0bf9c9a4-0549-4eb3-8fcb-3e88cb8da432.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:27,1,,,,,,,false,,,CC-BY-NC,
2007384,06-22-2021 Camera 1 Edge,98715d45-f1ae-4636-a4ea-58a53b605b71,07130022.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/98715d45-f1ae-4636-a4ea-58a53b605b71.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:36,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.71914351,0.313203692,0.957947373,0.99422133]}""}"
2007384,06-22-2021 Camera 1 Edge,bf3f058a-5ab9-4a90-8466-f763581317ef,07130023.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/bf3f058a-5ab9-4a90-8466-f763581317ef.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:37,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.692892551,0.326716781,0.962887645,0.997482657]}""}"
2007384,06-22-2021 Camera 1 Edge,24708f98-cfeb-4a7c-b26c-88e0e56d5324,07130024.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/24708f98-cfeb-4a7c-b26c-88e0e56d5324.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 19:05:38,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.695420742,0.292606235,0.956985354,0.995177746]}""}"
2007384,06-22-2021 Camera 1 Edge,3f758878-aac9-4174-a183-d92fb2ee8c2b,07130028 (2).JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/3f758878-aac9-4174-a183-d92fb2ee8c2b.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 22:48:42,1,,,,,,,false,,,CC-BY-NC,
2007384,06-22-2021 Camera 1 Edge,006df16d-a520-4d34-b210-f3c2df393916,07130029 (2).JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/006df16d-a520-4d34-b210-f3c2df393916.JPG,0,Temple Ambler Field Station,f2efdae9-efb8-48fb-8a91-eccf79ab4ffb,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,,2021-07-13 22:48:43,1,,,,,,,false,,,CC-BY-NC,
2007384,06-22-2021 Camera 1 Edge,3309e432-d25a-4c9c-9940-c66b78447f78,07130030 (2).JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/3309e432-d25a-4c9c-9940-c66b78447f78.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-13 22:48:44,1,,,,,,,false,,,CC-BY-NC,
2007384,06-22-2021 Camera 1 Edge,c310e73d-2344-49f5-aab5-93048ee081c4,07180040.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/c310e73d-2344-49f5-aab5-93048ee081c4.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-18 19:41:43,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.820565,0.00056181103,0.963971555,0.15316844]}""}"
2007384,06-22-2021 Camera 1 Edge,ee707aa8-26d1-4d12-a342-9047959806eb,07190043.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/ee707aa8-26d1-4d12-a342-9047959806eb.JPG,0,Temple Ambler Field Station,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-07-19 21:31:19,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.841789424,0.0012338832,0.975743,0.204186052]}""}"
2007384,06-22-2021 Camera 1 Edge,6dbc5fa1-64d8-4a9b-938e-6f87549f1839,07200046.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/6dbc5fa1-64d8-4a9b-938e-6f87549f1839.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-20 04:35:59,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.661889791,0.000280529261,0.977803946,0.316318542]}""}"
2007384,06-22-2021 Camera 1 Edge,9460953c-2b9f-4333-8ab6-a091553e74f7,07200047.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/9460953c-2b9f-4333-8ab6-a091553e74f7.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-20 04:36:00,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.745988071,0.0144493282,0.96611011,0.507441401]}""}"
2007384,06-22-2021 Camera 1 Edge,db9e4baa-76b9-43f5-a3aa-39096c444222,07200048.JPG,gs://145625598251_2007384_340_test__main/deployment/2292775/prod/directUpload/db9e4baa-76b9-43f5-a3aa-39096c444222.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-07-20 04:36:01,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.770441949,0.40626815,0.963176191,0.682773709]}""}"
2007384,06-22-2021 Camera 2 Edge,1e4d830d-c926-4a64-9721-e6eaf2dd657b,06230011.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/1e4d830d-c926-4a64-9721-e6eaf2dd657b.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 06:58:21,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.497296423,0.579427242,0.683662057,0.687235951]}""}"
2007384,06-22-2021 Camera 2 Edge,fcba1da1-a7db-45f1-baab-f6f121423df0,06230012.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/fcba1da1-a7db-45f1-baab-f6f121423df0.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 06:58:22,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.793446183,0.102307819,0.964786768,0.202127218]}"",""{\""detectionBox\"":[0.477231473,0.677116632,0.591293156,0.763748169]}""}"
2007384,06-22-2021 Camera 2 Edge,9db9651b-a5e3-4d76-9ccf-59095d562fab,06230010.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/9db9651b-a5e3-4d76-9ccf-59095d562fab.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 06:58:19,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.562643766,0.484646887,0.71291393,0.614888668]}""}"
2007384,06-22-2021 Camera 2 Edge,971624ef-637f-4f2e-b44a-1cbe0f72cfb3,06230017.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/971624ef-637f-4f2e-b44a-1cbe0f72cfb3.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 11:20:51,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.489519536,0.650862575,0.616974473,0.727678657]}""}"
2007384,06-22-2021 Camera 2 Edge,1ddbb2a6-4ad4-49ed-906f-ca3c4432254f,06230019.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/1ddbb2a6-4ad4-49ed-906f-ca3c4432254f.JPG,0,Temple Ambler Field Station,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-06-23 11:21:05,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.480735749,0.697552621,0.590035439,0.760926306]}""}"
2007384,06-22-2021 Camera 2 Edge,c2abaf41-eb5d-4cc3-b9bc-030bab79c1c3,06230018.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/c2abaf41-eb5d-4cc3-b9bc-030bab79c1c3.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 11:20:53,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.477345526,0.651157916,0.606638312,0.72603029]}""}"
2007384,06-22-2021 Camera 2 Edge,3d12b4ae-dff5-4f2d-9db8-1985c9964095,06230020.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/3d12b4ae-dff5-4f2d-9db8-1985c9964095.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 11:21:06,1,,,,,,,false,,,CC-BY-NC,
2007384,06-22-2021 Camera 2 Edge,e869717f-2426-403f-b385-e642de695894,06230022.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/e869717f-2426-403f-b385-e642de695894.JPG,0,Temple Ambler Field Station,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-06-23 11:21:14,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.451477855,0.757610559,0.539887547,0.80118]}""}"
2007384,06-22-2021 Camera 2 Edge,5c2c7f4c-0d69-4d44-bdc1-7f0a9b85f6ae,06230021.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/5c2c7f4c-0d69-4d44-bdc1-7f0a9b85f6ae.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 11:21:07,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.4680655,0.734472334,0.567444086,0.776756108]}""}"
2007384,06-22-2021 Camera 2 Edge,39c004ca-0ca5-4a81-9002-df37b708696f,06230023.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/39c004ca-0ca5-4a81-9002-df37b708696f.JPG,0,Temple Ambler Field Station,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-06-23 11:21:16,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.433602303,0.790715456,0.513818,0.831873536]}""}"
2007384,06-22-2021 Camera 2 Edge,e17d70ae-e694-4d4f-a2be-755b04d2206f,06230024.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/e17d70ae-e694-4d4f-a2be-755b04d2206f.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 11:21:17,1,,,,,,,false,,,CC-BY-NC,
2007384,06-22-2021 Camera 2 Edge,1363dd54-651a-4b5c-95b3-a8a6e634edc8,06230016.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/1363dd54-651a-4b5c-95b3-a8a6e634edc8.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 11:20:50,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.529498696,0.571682572,0.682224214,0.67790544]}""}"
2007384,06-22-2021 Camera 2 Edge,14e456cc-1a60-4d4b-94dc-dd3183db851d,06230035.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/14e456cc-1a60-4d4b-94dc-dd3183db851d.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 20:43:19,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.408212841,0.818620205,0.658107877,1]}""}"
2007384,06-22-2021 Camera 2 Edge,f948c41b-9c04-4d1e-b157-e040c635f268,06230036.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/f948c41b-9c04-4d1e-b157-e040c635f268.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-23 20:43:20,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.455203623,0.675326884,0.693006873,0.873235881]}""}"
2007384,06-22-2021 Camera 2 Edge,5525a4c0-4b53-41e1-b698-48a04d445218,06240040.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/5525a4c0-4b53-41e1-b698-48a04d445218.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-24 07:40:00,1,,,,,,,false,,,CC-BY-NC,
2007384,06-22-2021 Camera 2 Edge,5accc65b-ab0a-42e1-8c53-39343286bc56,06240041.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/5accc65b-ab0a-42e1-8c53-39343286bc56.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-24 07:40:01,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.418136716,0.785004258,0.533707,0.88770318]}""}"
2007384,06-22-2021 Camera 2 Edge,dd44d62c-bee5-4715-9fd3-bcaa9c2cd798,06240042.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/dd44d62c-bee5-4715-9fd3-bcaa9c2cd798.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-24 07:40:02,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.451878548,0.708854,0.571222961,0.800511777]}""}"
2007384,06-22-2021 Camera 2 Edge,b7213eab-e931-465f-b202-4c8a6b9f5c76,06250055.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/b7213eab-e931-465f-b202-4c8a6b9f5c76.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-25 09:04:17,1,,,,,,,false,,,CC-BY-NC,"{""{\""detectionBox\"":[0.472305357,0.687978625,0.548128366,0.775674343]}""}"
2007384,06-22-2021 Camera 2 Edge,22dcc7fe-f980-47ef-b31b-6b77fb96b536,06250056.JPG,gs://145625598251_2007384_340_test__main/deployment/2292856/prod/directUpload/22dcc7fe-f980-47ef-b31b-6b77fb96b536.JPG,0,Temple Ambler Field Station,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2021-06-25 09:04:19,1,,,,,,,false,,,CC-BY-NC,
